question,answer,start_time,end_time
ถ้าจะบวชก็หมายถึงว่า,ต้องมาอยู่เป็นรับใช้สงฆ์ก่อนใช่ไหม เออ รับใช้สงฆ์อยู่ที่นี่ เพื่อเรียนรู้ เขาเรียกว่าปฏิปทาความเป็นอยู่ของความเป็นธรรม ทางดําเนินและข้อปฏิบัติ ในความเป็นพระภิกษุว่าความเป็นพระภิกษุนั้น จะมี จะดํารงอยู่ความเป็นภิกษุอย่างไร จะต้องใช้ชีวิต อยู่ในเพศของนักบวชโดยความเป็นผู้ไม่ว่ายาก สอนยาก เป็นผู้เลี้ยงง่าย เป็นผู้สอนง่าย เป็นผู้ไม่ทะเยอทะยานอยากในกามคุณยิ่งยิ่งขึ้นไป เป็นผู้อยู่กับความสงบสงบสันโดด เป็นผู้มักน้อยคือฝึกเรียนรู้ในความเป็นพระนั่นแหละ ฝึกเรียนรู้ พอมีโอกาสที่ครูบาอาจารย์ท่านพิจารณาแล้วว่าควรจะบวชได้ ท่านก็จะพาไปหาพระอุปัชฌาย์แล้วพาไปบวชอย่างเงี้ย,00.34.22,00.35.30
การบวชปฏิบัติ,ต้องยอมรับฟังคําแนะนําของครูบาอาจารย์สมัยครูบาอาจารย์นี้ สมัยอยู่ครั้งแรก ดื้อกับครูบาอาจารย์ เพราะไม่เข้าใจ ไม่เข้าใจเลยดื้อ แต่ไม่ใช่ดื้อเพราะยึดถือฐิติมานะของตน แต่ดื้อเพราะไม่เข้าใจในสิ่งที่ท่านสอน ก็เลยดื้อเมื่อดื้อแล้ว ไม่เข้าใจในสิ่งที่ท่านสอนก็เลยเกิดปัญหาในความเป็นอยู่ อยู่ด้วยกันกับท่านไม่ได้ พออยู่ด้วยกันกับท่านไม่ได้คือเกิดความขัดแย้ง จนถึงกับจะให้ร้ายอย่าพาสิกขา แต่เมื่อแก้จิตตัวเองได้ กลับไปอยู่กับท่าน ทีนี้ยอมหมดทุกอย่างท่านจะบอกท่านจะสอนท่านจะแนะนําอะไรก็ตามไม่ว่าจะเป็นเรื่องราวใดใดก็ตาม ไม่มีความขัดแย้งสักเรื่อง ยอมราบภาพในทุกทุกเรื่อง ไม่ว่าเรื่องนั้นจะเป็นเรื่องจริงหรือไม่จริง ยังไงก็ตาม ยอมหมด มันต้องยอม ยอมอยู่กับครูบาอาจารย์อ่ะจะได้ดี,00.32.44,00.37.29
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
