index,question,answer
-Plz3v68kjY-26,"[0.10003259, 0.10003259, 0.10003792, 0.5998516, 0.10004532]","[0.10001103, 0.10000896, 0.5999598, 0.10000955, 0.10001066]"
-Plz3v68kjY-27,"[0.59991163, 0.10002, 0.10002288, 0.10003218, 0.10001331]","[0.10001254, 0.5999617, 0.10000967, 0.100006394, 0.100009665]"
-Plz3v68kjY-28,"[0.100019574, 0.59991986, 0.10001242, 0.100034535, 0.10001367]","[0.10002544, 0.59990764, 0.100021064, 0.10002623, 0.100019634]"
-Plz3v68kjY-29,"[0.066679895, 0.06672713, 0.06668851, 0.06667614, 0.7332283]","[0.10000072, 0.10000086, 0.10000079, 0.10000075, 0.5999969]"
-Plz3v68kjY-30,"[0.5999586, 0.1000119, 0.10000716, 0.10001604, 0.10000632]","[0.10001714, 0.10001426, 0.5999223, 0.100018755, 0.10002757]"
-Plz3v68kjY-31,"[0.1001226, 0.10012273, 0.10002286, 0.5997196, 0.100012235]","[0.100007504, 0.10000967, 0.100009255, 0.100008115, 0.59996545]"
-Plz3v68kjY-32,"[0.1000228, 0.1000228, 0.5998514, 0.100080185, 0.1000228]","[0.1000182, 0.100022845, 0.100022845, 0.59991795, 0.1000182]"
-Plz3v68kjY-33,"[0.10012246, 0.10001223, 0.10012259, 0.59962034, 0.100122385]","[0.5999606, 0.10000979, 0.1000104, 0.10000955, 0.100009665]"
-Plz3v68kjY-34,"[0.10002276, 0.10006221, 0.10002281, 0.100009926, 0.5998823]","[0.10001728, 0.59988743, 0.10006074, 0.10001728, 0.10001728]"
-Plz3v68kjY-35,"[0.10004271, 0.10022941, 0.599269, 0.10022944, 0.10022948]","[0.59998673, 0.10000205, 0.10000433, 0.10000283, 0.10000406]"
-Plz3v68kjY-36,"[0.10001356, 0.100013554, 0.10001127, 0.5999446, 0.10001701]","[0.10000112, 0.5999956, 0.10000103, 0.10000123, 0.100000985]"
-Plz3v68kjY-37,"[0.10001772, 0.10002964, 0.5999083, 0.1000214, 0.100022994]","[0.5999226, 0.10002812, 0.10001896, 0.100015156, 0.10001516]"
-Plz3v68kjY-38,"[0.100029744, 0.10004256, 0.100042544, 0.10002974, 0.5998554]","[0.10000647, 0.10000552, 0.10000669, 0.10000617, 0.59997517]"
-Plz3v68kjY-39,"[0.10001731, 0.59987414, 0.100022845, 0.10006287, 0.10002284]","[0.100027554, 0.59987587, 0.10003456, 0.10003453, 0.10002753]"
-Plz3v68kjY-40,"[0.100007504, 0.100006044, 0.1000099, 0.10000505, 0.5999715]","[0.10000874, 0.100018814, 0.10001387, 0.59994376, 0.100014836]"
-Plz3v68kjY-41,"[0.10001606, 0.59993315, 0.10001398, 0.10001398, 0.10002285]","[0.59988666, 0.10002705, 0.10002966, 0.10002965, 0.10002705]"
-Plz3v68kjY-43,"[0.10002104, 0.10002808, 0.1000281, 0.5998866, 0.100036204]","[0.5997986, 0.1000322, 0.100082636, 0.1000322, 0.10005432]"
-Plz3v68kjY-44,"[0.100024834, 0.100023, 0.59990036, 0.10002697, 0.100024834]","[0.10002526, 0.10002296, 0.10002809, 0.10001579, 0.59990793]"
eQ91p0tvNP0-1,"[0.100083396, 0.5997805, 0.100083396, 0.10001672, 0.10003602]","[0.100036696, 0.1000367, 0.5998599, 0.100036696, 0.100030065]"
eQ91p0tvNP0-2,"[0.10002574, 0.10002293, 0.10002293, 0.10002293, 0.5999055]","[0.10000623, 0.10000381, 0.10000594, 0.10000562, 0.5999784]"
eQ91p0tvNP0-3,"[0.10003302, 0.10005931, 0.599789, 0.10005932, 0.1000593]","[0.10000421, 0.10000405, 0.10000501, 0.10000482, 0.5999819]"
eQ91p0tvNP0-4,"[0.10003989, 0.10003989, 0.10014233, 0.59963673, 0.10014117]","[0.59990686, 0.10001874, 0.10002309, 0.10002184, 0.10002949]"
eQ91p0tvNP0-5,"[0.100020856, 0.5999366, 0.10001526, 0.10001526, 0.10001203]","[0.10001992, 0.10003326, 0.10001759, 0.100019924, 0.5999093]"
eQ91p0tvNP0-6,"[0.10001426, 0.10003265, 0.10003265, 0.10003264, 0.5998878]","[0.10001016, 0.10001108, 0.5999598, 0.10001108, 0.10000788]"
eQ91p0tvNP0-7,"[0.10001599, 0.59992254, 0.10002143, 0.100015216, 0.100024834]","[0.10000356, 0.10000364, 0.100003496, 0.5999862, 0.1000031]"
eQ91p0tvNP0-8,"[0.10002284, 0.10003187, 0.1000178, 0.5999097, 0.100017786]","[0.59992015, 0.1000208, 0.100016996, 0.10001884, 0.10002327]"
eQ91p0tvNP0-9,"[0.10000728, 0.1000188, 0.5999603, 0.10000728, 0.10000632]","[0.10000264, 0.100002706, 0.5999898, 0.10000256, 0.10000231]"
eQ91p0tvNP0-10,"[0.100007676, 0.10000994, 0.5999566, 0.10001168, 0.10001415]","[0.10000742, 0.100006685, 0.59996986, 0.10000933, 0.100006685]"
eQ91p0tvNP0-11,"[0.100037694, 0.100103684, 0.10003769, 0.5997833, 0.10003769]","[0.10000695, 0.10000696, 0.10000696, 0.1000032, 0.59997594]"
eQ91p0tvNP0-12,"[0.59995437, 0.10001066, 0.100007236, 0.10001067, 0.100017115]","[0.10000261, 0.10000142, 0.5999923, 0.10000181, 0.10000192]"
eQ91p0tvNP0-13,"[0.10002008, 0.10002007, 0.1000229, 0.10002662, 0.5999103]","[0.10000258, 0.10000162, 0.100001745, 0.10000229, 0.5999918]"
eQ91p0tvNP0-14,"[0.10002046, 0.10003016, 0.59989667, 0.10001686, 0.10003583]","[0.10003038, 0.10002146, 0.10001595, 0.5999072, 0.10002494]"
eQ91p0tvNP0-15,"[0.10004662, 0.10002287, 0.1000959, 0.59973866, 0.100095935]","[0.100029305, 0.5999009, 0.10002583, 0.10002307, 0.100020885]"
eQ91p0tvNP0-16,"[0.100018196, 0.10001295, 0.5999076, 0.100030646, 0.10003065]","[0.1000112, 0.100011475, 0.5999608, 0.100008205, 0.10000835]"
eQ91p0tvNP0-17,"[0.1000228, 0.1000228, 0.10001382, 0.5998783, 0.100062266]","[0.10001153, 0.59997016, 0.10000524, 0.10000882, 0.100004256]"
eQ91p0tvNP0-18,"[0.1000229, 0.1000229, 0.10003151, 0.5999026, 0.100020155]","[0.100026295, 0.100027785, 0.59988207, 0.100027785, 0.10003608]"
eQ91p0tvNP0-19,"[0.5999183, 0.10002285, 0.1000135, 0.10002973, 0.10001563]","[0.100007825, 0.10000632, 0.59997684, 0.100003585, 0.100005485]"
eQ91p0tvNP0-20,"[0.10028317, 0.100022845, 0.10028314, 0.10028334, 0.59912753]","[0.100003496, 0.100004256, 0.10000402, 0.59998506, 0.100003146]"
eQ91p0tvNP0-21,"[0.100003265, 0.10000224, 0.10000354, 0.10000425, 0.5999867]","[0.10003205, 0.5998739, 0.10003388, 0.10002629, 0.10003388]"
eQ91p0tvNP0-22,"[0.10002735, 0.10002734, 0.10002289, 0.100034, 0.59988844]","[0.10000557, 0.100005694, 0.59997654, 0.10000715, 0.100005075]"
eQ91p0tvNP0-23,"[0.59985733, 0.100032896, 0.100032896, 0.10003845, 0.10003845]","[0.5998947, 0.10002735, 0.100026175, 0.100020185, 0.1000316]"
eQ91p0tvNP0-24,"[0.59989357, 0.1000285, 0.100023024, 0.10002851, 0.100026414]","[0.5998863, 0.10002701, 0.100031346, 0.10002496, 0.100030355]"
eQ91p0tvNP0-25,"[0.10022939, 0.10022944, 0.599269, 0.1000427, 0.10022944]","[0.10001018, 0.10001098, 0.10001099, 0.5999563, 0.1000116]"
eQ91p0tvNP0-26,"[0.10003355, 0.10002283, 0.10003356, 0.10002283, 0.5998872]","[0.5999808, 0.10000495, 0.10000482, 0.100005284, 0.10000415]"
eQ91p0tvNP0-27,"[0.5997836, 0.10003768, 0.10003768, 0.10003769, 0.10010339]","[0.100010484, 0.5999605, 0.100009054, 0.100010484, 0.1000095]"
eQ91p0tvNP0-28,"[0.1000228, 0.59989566, 0.10001447, 0.10001447, 0.1000526]","[0.10003877, 0.10002301, 0.10002661, 0.10003477, 0.5998768]"
eQ91p0tvNP0-29,"[0.59995747, 0.10000782, 0.10002135, 0.10000782, 0.10000549]","[0.1000027, 0.59998673, 0.1000038, 0.10000304, 0.10000371]"
eQ91p0tvNP0-30,"[0.59992737, 0.10002353, 0.10001161, 0.10002352, 0.100013964]","[0.59985095, 0.10003017, 0.10004434, 0.100030184, 0.10004436]"
eQ91p0tvNP0-31,"[0.100017786, 0.10002284, 0.100031875, 0.59990466, 0.10002284]","[0.10000491, 0.10000489, 0.10000491, 0.10000444, 0.5999809]"
eQ91p0tvNP0-32,"[0.10000282, 0.10000325, 0.10000264, 0.10000482, 0.5999865]","[0.100025505, 0.5999131, 0.10002427, 0.10002028, 0.10001685]"
eQ91p0tvNP0-33,"[0.1000106, 0.10003294, 0.59992975, 0.1000106, 0.100016095]","[0.10001403, 0.5999474, 0.10001625, 0.100012355, 0.10000997]"
eQ91p0tvNP0-34,"[0.10001101, 0.5999451, 0.100009084, 0.10002376, 0.10001102]","[0.10001731, 0.599939, 0.100010104, 0.10001418, 0.10001946]"
eQ91p0tvNP0-35,"[0.10001016, 0.10000782, 0.10000923, 0.10001455, 0.59995824]","[0.10001144, 0.59994364, 0.10001511, 0.10001566, 0.10001413]"
eQ91p0tvNP0-36,"[0.10002283, 0.10002283, 0.10012285, 0.5997089, 0.10012255]","[0.10000517, 0.59998167, 0.10000333, 0.10000517, 0.10000465]"
eQ91p0tvNP0-37,"[0.10001381, 0.59993094, 0.10002265, 0.10002266, 0.10000993]","[0.10001003, 0.10000822, 0.10001205, 0.100008205, 0.5999615]"
eQ91p0tvNP0-38,"[0.10003663, 0.10001463, 0.100036636, 0.10002286, 0.5998892]","[0.59999233, 0.10000142, 0.10000173, 0.100003, 0.10000153]"
eQ91p0tvNP0-39,"[0.5999271, 0.100018024, 0.100015774, 0.100021034, 0.100018024]","[0.1000184, 0.10001533, 0.10001672, 0.100020446, 0.5999291]"
eQ91p0tvNP0-40,"[0.10002841, 0.10003752, 0.599892, 0.10002287, 0.100019135]","[0.59991974, 0.100022964, 0.10001315, 0.1000212, 0.10002297]"
eQ91p0tvNP0-41,"[0.10003768, 0.59978354, 0.10003768, 0.10003769, 0.10010342]","[0.10001191, 0.10000755, 0.59995496, 0.100014746, 0.10001085]"
eQ91p0tvNP0-42,"[0.10006289, 0.10003355, 0.10001392, 0.59987235, 0.100017294]","[0.5999681, 0.100006856, 0.10000561, 0.10001229, 0.10000719]"
eQ91p0tvNP0-43,"[0.10002841, 0.10002286, 0.59990114, 0.10002841, 0.10001913]","[0.100007966, 0.10000636, 0.10000723, 0.59996957, 0.10000886]"
eQ91p0tvNP0-44,"[0.10002792, 0.10002287, 0.10001936, 0.5999105, 0.100019366]","[0.100062504, 0.10002292, 0.10010933, 0.10002291, 0.59978235]"
eQ91p0tvNP0-45,"[0.10003668, 0.100092046, 0.5997821, 0.1000525, 0.10003668]","[0.599848, 0.10006219, 0.10006218, 0.10001382, 0.10001383]"
eQ91p0tvNP0-46,"[0.100034654, 0.5998426, 0.100034654, 0.10001702, 0.10007107]","[0.100022964, 0.10002296, 0.100022964, 0.100042336, 0.5998888]"
eQ91p0tvNP0-47,"[0.100020505, 0.5998978, 0.10002827, 0.10001684, 0.100036606]","[0.10002286, 0.10003752, 0.5998976, 0.10002285, 0.100019135]"
eQ91p0tvNP0-48,"[0.10005262, 0.10002281, 0.10001447, 0.5998956, 0.10001447]","[0.5999128, 0.10001634, 0.10000991, 0.10004457, 0.10001635]"
eQ91p0tvNP0-49,"[0.10000726, 0.10000992, 0.10003601, 0.5999312, 0.10001562]","[0.10000477, 0.59997, 0.10000758, 0.100010745, 0.1000069]"
eQ91p0tvNP0-50,"[0.10002797, 0.10002449, 0.10003564, 0.5998763, 0.10003563]","[0.5999703, 0.10000992, 0.1000055, 0.10000645, 0.10000782]"
eQ91p0tvNP0-51,"[0.10001595, 0.10001595, 0.10002281, 0.100012265, 0.599933]","[0.100062184, 0.1000228, 0.10001383, 0.5998784, 0.1000228]"
eQ91p0tvNP0-52,"[0.10422659, 0.10422637, 0.104328886, 0.10422641, 0.5829918]","[0.10000572, 0.1000029, 0.10000419, 0.100002706, 0.5999845]"
eQ91p0tvNP0-53,"[0.59988797, 0.10002288, 0.100041024, 0.10002936, 0.10001874]","[0.5991273, 0.10028319, 0.10028344, 0.100022845, 0.100283235]"
eQ91p0tvNP0-54,"[0.5998629, 0.10002301, 0.10005078, 0.100034155, 0.100029245]","[0.10001597, 0.100039795, 0.10001228, 0.59991974, 0.10001228]"
eQ91p0tvNP0-55,"[0.10001383, 0.10001383, 0.10006222, 0.1000622, 0.5998479]","[0.10002284, 0.59973276, 0.10010337, 0.100037694, 0.1001034]"
eQ91p0tvNP0-56,"[0.10000627, 0.10000882, 0.1000079, 0.100006536, 0.59997046]","[0.100010596, 0.10001492, 0.100011416, 0.100008905, 0.5999542]"
eQ91p0tvNP0-57,"[0.5997879, 0.10002284, 0.10008323, 0.10002284, 0.10008323]","[0.10000751, 0.10000605, 0.10000751, 0.10001456, 0.5999643]"
eQ91p0tvNP0-58,"[0.10002771, 0.10001695, 0.599913, 0.10001947, 0.10002287]","[0.10002207, 0.10003243, 0.10002858, 0.10002858, 0.5998883]"
eQ91p0tvNP0-59,"[0.59989107, 0.1000335, 0.10002904, 0.10002564, 0.10002078]","[0.1000228, 0.10006219, 0.10002281, 0.10001383, 0.5998783]"
eQ91p0tvNP0-60,"[0.10028322, 0.5991273, 0.100022845, 0.10028339, 0.10028326]","[0.100110084, 0.5997503, 0.10003352, 0.10004364, 0.100062475]"
eQ91p0tvNP0-61,"[0.10001273, 0.10000841, 0.5999603, 0.10001212, 0.100006446]","[0.10003989, 0.10014199, 0.59963673, 0.10014149, 0.1000399]"
eQ91p0tvNP0-62,"[0.10000996, 0.5999578, 0.10001124, 0.10000811, 0.10001291]","[0.10007774, 0.10002293, 0.5998138, 0.10002995, 0.10005558]"
eQ91p0tvNP0-63,"[0.100035176, 0.5998409, 0.10004812, 0.10002772, 0.10004811]","[0.59984815, 0.10004448, 0.100044504, 0.100037426, 0.10002541]"
eQ91p0tvNP0-64,"[0.1000228, 0.10001382, 0.5998783, 0.10006225, 0.10002279]","[0.10002289, 0.59986234, 0.10005432, 0.10002, 0.10004043]"
eQ91p0tvNP0-65,"[0.5997836, 0.1001034, 0.10003769, 0.10003769, 0.10003768]","[0.100009315, 0.1000171, 0.59994245, 0.10001556, 0.10001556]"
eQ91p0tvNP0-66,"[0.10001534, 0.59993416, 0.10001873, 0.10001299, 0.100018725]","[0.10001811, 0.5999351, 0.10002021, 0.10001378, 0.10001277]"
eQ91p0tvNP0-67,"[0.10002288, 0.59984154, 0.10001858, 0.10007448, 0.10004253]","[0.100007236, 0.10000837, 0.5999613, 0.10001591, 0.10000723]"
eQ91p0tvNP0-68,"[0.10000995, 0.5999525, 0.100015536, 0.100008875, 0.10001308]","[0.10002534, 0.59990615, 0.1000283, 0.10001928, 0.100020945]"
eQ91p0tvNP0-69,"[0.5998491, 0.10003302, 0.100042425, 0.10004244, 0.10003302]","[0.10012105, 0.10005864, 0.10002871, 0.100038566, 0.599753]"
eQ91p0tvNP0-70,"[0.59982675, 0.10004404, 0.10002287, 0.10008338, 0.10002296]","[0.1001225, 0.5997096, 0.10002282, 0.10002282, 0.10012231]"
eQ91p0tvNP0-71,"[0.10005279, 0.10014547, 0.10014599, 0.100052804, 0.59960294]","[0.10006063, 0.10001728, 0.10006063, 0.59985155, 0.10000992]"
eQ91p0tvNP0-72,"[0.10002616, 0.10003026, 0.10004983, 0.5998542, 0.10003957]","[0.5998783, 0.10001383, 0.10002281, 0.100062214, 0.1000228]"
eQ91p0tvNP0-73,"[0.59987324, 0.100014254, 0.10002283, 0.10003265, 0.100057036]","[0.59996283, 0.10000869, 0.10000771, 0.10000997, 0.10001076]"
eQ91p0tvNP0-74,"[0.10002286, 0.10004256, 0.5998415, 0.10001857, 0.10007455]","[0.100011215, 0.10001504, 0.100015044, 0.100022815, 0.59993595]"
eQ91p0tvNP0-75,"[0.10002282, 0.10002283, 0.59990466, 0.10003187, 0.10001778]","[0.10028308, 0.100022845, 0.100283176, 0.5991278, 0.100283094]"
eQ91p0tvNP0-76,"[0.100123174, 0.59970844, 0.10002284, 0.10002284, 0.10012272]","[0.5998859, 0.100027025, 0.100027025, 0.10002703, 0.100033015]"
_aCk-ldEioI-1,"[0.10007996, 0.100022815, 0.599804, 0.10001309, 0.10008009]","[0.10001875, 0.100031845, 0.100023076, 0.100017264, 0.59990907]"
_aCk-ldEioI-2,"[0.10002832, 0.5998975, 0.10001929, 0.100036986, 0.100017875]","[0.1000119, 0.5999622, 0.1000076, 0.10000778, 0.100010544]"
_aCk-ldEioI-3,"[0.10002973, 0.10002973, 0.10002973, 0.100074366, 0.59983647]","[0.10000402, 0.5999809, 0.10000442, 0.100004025, 0.1000066]"
