index,question,answer
DUZSGw1wYuk-11,"[0.54939264, 0.0007623964, 0.0008112463, 0.00073917466, 0.0006861128, 0.0008230388, 0.00077866006, 0.0008670044, 0.00083831267, 0.00084061484, 0.0010735109, 0.00080221955, 0.00086507236, 0.0006698325, 0.0014552601, 0.0006540358, 0.00089649385, 0.23768596, 0.0008155062, 0.19055727, 0.00083462335, 0.0006864795, 0.000974275, 0.0010065557, 0.0007087886, 0.00069162174, 0.0007596475, 0.00081713963, 0.0006675884, 0.000838847]","[0.00052048854, 0.00042204358, 0.00044908567, 0.00040918865, 0.0003798149, 0.0004556137, 0.00043104676, 0.00047995197, 0.00046406896, 0.16274226, 0.0005942688, 0.00044408868, 0.00047888243, 0.00037080256, 0.0008055956, 0.00036205785, 0.0004962766, 0.0007459364, 0.00045144386, 0.8240765, 0.00046202666, 0.0003800179, 0.0005393343, 0.0005572041, 0.00039236763, 0.00038286453, 0.0004205219, 0.00045234806, 0.00036956026, 0.00046436474]"
DUZSGw1wYuk-12,"[0.0048598354, 0.0039406484, 0.004193142, 0.003820621, 0.0035463567, 0.8728037, 0.004024712, 0.004481343, 0.004333042, 0.004344941, 0.0055487263, 0.004146485, 0.0044713565, 0.0034622075, 0.007521899, 0.0033805578, 0.004633767, 0.006964857, 0.004215161, 0.0040311166, 0.004313973, 0.003548252, 0.0050357995, 0.005202651, 0.0036635622, 0.003574831, 0.00392644, 0.0042236033, 0.0034506083, 0.004335804]","[3.1993546e-05, 2.5942301e-05, 2.7604532e-05, 2.515213e-05, 2.3346576e-05, 2.80058e-05, 2.649571e-05, 2.9501833e-05, 2.8525528e-05, 0.5833853, 0.024457125, 2.7297378e-05, 2.9436089e-05, 2.2792603e-05, 0.18752533, 2.225508e-05, 0.0380241, 0.007702409, 2.7749487e-05, 0.07232327, 2.8399993e-05, 2.3359054e-05, 3.3151962e-05, 3.4250388e-05, 2.4118171e-05, 2.353403e-05, 2.5848765e-05, 0.08596245, 2.271624e-05, 2.854371e-05]"
DUZSGw1wYuk-13,"[0.0026011085, 0.0021091362, 0.0022442772, 0.0020448943, 0.001898101, 0.0022769007, 0.0021541289, 0.0023985298, 0.0023191553, 0.002325524, 0.0029698205, 0.0022193051, 0.0023931847, 0.0018530623, 0.93367034, 0.0018093613, 0.0024801109, 0.0037277702, 0.002256062, 0.002157557, 0.002308949, 0.0018991155, 0.002695289, 0.0027845923, 0.0019608324, 0.0019133412, 0.0021015315, 0.002260581, 0.001846854, 0.0023206335]","[0.00019610435, 0.09153895, 0.0001692019, 0.00015416992, 0.00014310278, 0.00017166148, 0.0001624054, 0.0001808314, 0.00017484715, 0.17828692, 0.0002239025, 0.0001673192, 0.00018042843, 0.00013970719, 0.72550774, 0.00013641246, 0.00018698203, 0.0002810463, 0.0001700904, 0.00016266384, 0.00017407768, 0.00014317926, 0.00020320487, 0.00020993767, 0.00014783227, 0.00014425178, 0.00015843993, 0.00017043109, 0.00013923914, 0.00017495861]"
DUZSGw1wYuk-14,"[0.0048598354, 0.0039406484, 0.004193142, 0.003820621, 0.0035463567, 0.8728037, 0.004024712, 0.004481343, 0.004333042, 0.004344941, 0.0055487263, 0.004146485, 0.0044713565, 0.0034622075, 0.007521899, 0.0033805578, 0.004633767, 0.006964857, 0.004215161, 0.0040311166, 0.004313973, 0.003548252, 0.0050357995, 0.005202651, 0.0036635622, 0.003574831, 0.00392644, 0.0042236033, 0.0034506083, 0.004335804]","[0.17315869, 1.1379326e-05, 1.2108446e-05, 1.1032725e-05, 1.02407375e-05, 0.002344522, 0.010056705, 1.2940677e-05, 0.016314132, 0.16292833, 0.1362761, 0.022752335, 0.014746649, 9.997742e-06, 0.044987734, 9.761964e-06, 1.3380829e-05, 2.0112268e-05, 1.2172029e-05, 1.1640568e-05, 1.2457366e-05, 1.0246211e-05, 0.014118601, 0.13710007, 1.057919e-05, 1.0322962e-05, 1.1338297e-05, 0.21779247, 9.964247e-06, 0.047223978]"
DUZSGw1wYuk-15,"[0.0020340262, 0.0016493115, 0.39285588, 0.0015990754, 0.0014842853, 0.197276, 0.36007112, 0.0018756128, 0.0018135431, 0.0018185235, 0.0023223532, 0.001735462, 0.001871433, 0.0014490657, 0.0031482012, 0.0014148923, 0.001939408, 0.002915058, 0.0017642054, 0.0016871758, 0.0018055621, 0.0014850786, 0.002107674, 0.0021775076, 0.0015333403, 0.0014962029, 0.0016433648, 0.001767739, 0.001444211, 0.0018146991]","[0.00072208775, 0.00058551243, 0.00062302867, 0.0005676784, 0.00052692747, 0.0006320852, 0.5685792, 0.0006658503, 0.0006438154, 0.0006455834, 0.41331202, 0.0006160962, 0.0006643665, 0.00051442435, 0.0011176246, 0.0005022926, 0.0006884979, 0.0010348577, 0.0006263002, 0.00059895444, 0.000640982, 0.0005272091, 0.000748233, 0.0007730243, 0.0005443422, 0.0005311583, 0.00058340136, 0.00062755466, 0.00051270094, 0.00064422574]"
DUZSGw1wYuk-16,"[0.0048598354, 0.0039406484, 0.004193142, 0.003820621, 0.0035463567, 0.8728037, 0.004024712, 0.004481343, 0.004333042, 0.004344941, 0.0055487263, 0.004146485, 0.0044713565, 0.0034622075, 0.007521899, 0.0033805578, 0.004633767, 0.006964857, 0.004215161, 0.0040311166, 0.004313973, 0.003548252, 0.0050357995, 0.005202651, 0.0036635622, 0.003574831, 0.00392644, 0.0042236033, 0.0034506083, 0.004335804]","[5.24406e-05, 4.252201e-05, 4.524657e-05, 4.122684e-05, 3.8267357e-05, 4.590429e-05, 4.3429103e-05, 4.8356433e-05, 4.6756177e-05, 4.6884576e-05, 5.987415e-05, 4.4743112e-05, 4.8248672e-05, 3.735934e-05, 8.116589e-05, 3.6478286e-05, 5.000118e-05, 7.515507e-05, 4.5484165e-05, 4.3498214e-05, 4.655041e-05, 0.05536429, 0.9433099, 5.613979e-05, 3.953208e-05, 3.8574613e-05, 4.2368694e-05, 4.5575267e-05, 3.7234175e-05, 4.678598e-05]"
noF_RWMI6Dg-1,"[0.00037428807, 0.0003034954, 0.0003229416, 0.00029425128, 0.0002731284, 0.000327636, 0.00030996968, 0.00034513787, 0.00033371622, 0.00033463267, 0.00042734412, 0.00031934824, 0.00034436875, 0.0002666475, 0.5036932, 0.0002603591, 0.00035687705, 0.16569816, 0.0003246374, 0.3219109, 0.00033224758, 0.00027327435, 0.00038784023, 0.00040069057, 0.00028215515, 0.00027532136, 0.00030240114, 0.00032528763, 0.00026575415, 0.00033392894]","[0.00016482107, 0.0001336469, 0.0001422102, 0.00012957618, 0.00012027451, 0.00014427742, 0.0001364979, 0.00015198452, 0.0001469549, 0.00014735847, 0.00018818477, 0.00014062783, 0.00015164584, 0.0001174206, 0.00025510482, 0.00011465145, 0.00015715398, 0.00023621279, 0.00014295697, 0.21779157, 0.00014630817, 0.000120338795, 0.00017078889, 0.00017644766, 0.13942897, 0.00012124021, 0.00013316503, 0.6387255, 0.00011702721, 0.00014704857]"
noF_RWMI6Dg-2,"[0.0058815223, 0.0047690943, 0.0050746696, 0.004623833, 0.00429191, 0.8460631, 0.00487083, 0.005423459, 0.005243981, 0.005258382, 0.0067152395, 0.005018204, 0.0054113735, 0.00419007, 0.009103234, 0.0040912554, 0.0056079277, 0.008429085, 0.0051013175, 0.0048785815, 0.005220903, 0.004294204, 0.0060944795, 0.006296409, 0.0044337558, 0.0043263705, 0.004751899, 0.005111535, 0.0041760323, 0.0052473233]","[0.00020314664, 0.00016472359, 0.00017527811, 0.00015970631, 0.00014824174, 0.017153027, 0.00016823753, 0.00018732523, 0.00018112609, 0.00018162349, 0.00023194308, 0.0001733278, 0.0001869078, 0.00014472422, 0.67851114, 0.00014131116, 0.00019369673, 0.13848168, 0.00017619852, 0.16131127, 0.00018032898, 0.00014832098, 0.00021050216, 0.00021747674, 0.00015314107, 0.000149432, 0.00016412967, 0.00017655143, 0.00014423935, 0.00018124154]"
noF_RWMI6Dg-3,"[0.004859836, 0.003940649, 0.0041931425, 0.0038206214, 0.003546357, 0.8728037, 0.004024712, 0.0044813436, 0.0043330425, 0.0043449416, 0.005548727, 0.0041464856, 0.004471357, 0.003462208, 0.0075218994, 0.003380558, 0.0046337675, 0.0069648577, 0.0042151613, 0.004031117, 0.0043139732, 0.0035482524, 0.0050358, 0.0052026515, 0.0036635625, 0.0035748312, 0.0039264406, 0.0042236038, 0.0034506086, 0.0043358044]","[0.00019600011, 0.00015892874, 0.00016911197, 0.00015408797, 0.00014302671, 0.00017157024, 0.00016231908, 0.00018073528, 0.00017475423, 0.00017523412, 0.0002237835, 0.00016723026, 0.00018033253, 0.00013963293, 0.00030336276, 0.00013633995, 0.00018688264, 0.00028089693, 0.00017, 0.99486107, 0.00017398516, 0.00014310316, 0.00020309686, 0.00020982609, 0.0001477537, 0.00014417511, 0.00015835572, 0.0001703405, 0.00013916513, 0.0001748656]"
noF_RWMI6Dg-4,"[0.0006868036, 0.0005569019, 0.00059258495, 0.0005399394, 0.00050117966, 0.12499732, 0.0005687819, 0.0006333142, 0.00061235594, 0.00061403756, 0.00078415935, 0.00058599125, 0.0006319029, 0.0004892875, 0.0010630129, 0.00047774857, 0.3697587, 0.2691175, 0.0005956967, 0.17350098, 0.00060966105, 0.00050144753, 0.0007116713, 0.0007352512, 0.0005177434, 0.047363807, 0.000554894, 0.0005968898, 0.00048764827, 0.0006127462]","[3.6034853e-05, 2.921924e-05, 3.1091437e-05, 2.8329256e-05, 2.6295633e-05, 3.1543394e-05, 2.9842555e-05, 3.3228396e-05, 3.212877e-05, 0.12005198, 4.1142863e-05, 3.0745483e-05, 3.315435e-05, 2.5671681e-05, 5.5773602e-05, 2.5066262e-05, 3.4358596e-05, 0.007834707, 3.12547e-05, 0.12112905, 3.1987376e-05, 2.6309686e-05, 3.73396e-05, 3.8576774e-05, 2.7164693e-05, 2.6506765e-05, 2.9113888e-05, 0.7501547, 2.5585674e-05, 3.214925e-05]"
noF_RWMI6Dg-5,"[0.0058815223, 0.0047690943, 0.0050746696, 0.004623833, 0.00429191, 0.8460631, 0.00487083, 0.005423459, 0.005243981, 0.005258382, 0.0067152395, 0.005018204, 0.0054113735, 0.00419007, 0.009103234, 0.0040912554, 0.0056079277, 0.008429085, 0.0051013175, 0.0048785815, 0.005220903, 0.004294204, 0.0060944795, 0.006296409, 0.0044337558, 0.0043263705, 0.004751899, 0.005111535, 0.0041760323, 0.0052473233]","[3.7941e-05, 3.076486e-05, 3.273609e-05, 2.98278e-05, 2.7686601e-05, 0.012115997, 3.1421147e-05, 3.498609e-05, 3.38283e-05, 3.3921195e-05, 0.046003483, 3.2371838e-05, 3.4908127e-05, 2.7029646e-05, 0.5529342, 2.6392201e-05, 0.042444263, 0.08509096, 3.2907992e-05, 0.07659922, 3.3679426e-05, 2.7701399e-05, 3.9314764e-05, 0.0596516, 2.8601633e-05, 2.7908902e-05, 3.0653937e-05, 0.1244649, 2.6939088e-05, 3.384986e-05]"
noF_RWMI6Dg-6,"[0.00070372876, 0.0005706258, 0.9276713, 0.00055324525, 0.0005135304, 0.00061601447, 0.0005827986, 0.0006489211, 0.0006274464, 0.0006291695, 0.00080348365, 0.00060043205, 0.00064747507, 0.0005013452, 0.001089209, 0.0004895219, 0.00067099294, 0.0010085466, 0.0006103766, 0.0005837261, 0.00062468514, 0.00051380484, 0.0007292093, 0.00075337023, 0.00053050235, 0.00051765365, 0.054469757, 0.0006115992, 0.00049966556, 0.00062784634]","[8.263811e-05, 6.7007975e-05, 0.03188595, 6.496699e-05, 6.0303315e-05, 7.233791e-05, 6.843741e-05, 7.620211e-05, 7.368035e-05, 7.388269e-05, 9.435221e-05, 7.050808e-05, 7.6032295e-05, 5.887242e-05, 0.59767556, 5.7484023e-05, 7.879397e-05, 0.00011843253, 7.1675866e-05, 6.8546324e-05, 7.3356096e-05, 6.0335547e-05, 8.563025e-05, 0.21996959, 6.229632e-05, 6.0787504e-05, 0.14858812, 7.181943e-05, 5.867518e-05, 7.3727315e-05]"
noF_RWMI6Dg-7,"[0.0058815223, 0.0047690943, 0.0050746696, 0.004623833, 0.00429191, 0.8460631, 0.00487083, 0.005423459, 0.005243981, 0.005258382, 0.0067152395, 0.005018204, 0.0054113735, 0.00419007, 0.009103234, 0.0040912554, 0.0056079277, 0.008429085, 0.0051013175, 0.0048785815, 0.005220903, 0.004294204, 0.0060944795, 0.006296409, 0.0044337558, 0.0043263705, 0.004751899, 0.005111535, 0.0041760323, 0.0052473233]","[0.0001895285, 0.00015368118, 0.12670651, 0.00014900022, 0.0001383042, 0.10121469, 0.00015695955, 0.00017476769, 0.0001689841, 0.00016944816, 0.00021639452, 0.00016170858, 0.00017437823, 0.0087866075, 0.5019055, 0.00013183821, 0.00018071207, 0.00027162215, 0.00016438686, 0.00015720933, 0.056189228, 0.00013837812, 0.1033966, 0.00020289795, 0.0001428751, 0.00013941467, 0.097950034, 0.00016471611, 0.00013457012, 0.00016909181]"
noF_RWMI6Dg-8,"[0.000554974, 0.18410908, 0.041620217, 0.00043629986, 0.00040497995, 0.00048580088, 0.0004596062, 0.0005117517, 0.00049481634, 0.085762456, 0.00063364266, 0.00047351225, 0.03348708, 0.00039537044, 0.24973446, 0.00038604636, 0.00052915793, 0.3325728, 0.00048135474, 0.00046033761, 0.0004926387, 0.019057192, 0.043215826, 0.0005941223, 0.00041836436, 0.0004082316, 0.000448384, 0.00048231886, 0.00039404584, 0.0004951317]","[0.00021419289, 0.2555801, 0.00018480897, 0.00016839044, 0.00015630249, 0.00018749542, 0.00017738556, 0.00019751117, 0.00019097494, 0.00019149939, 0.00024455512, 0.00018275261, 0.00019707103, 0.0001525937, 0.44827855, 0.00014899505, 0.00020422912, 0.00030696983, 0.00018577943, 0.00017766784, 0.00019013448, 0.00015638603, 0.00022194834, 0.29108223, 0.00016146821, 0.00015755747, 0.00017305433, 0.00018615153, 0.00015208246, 0.00019109667]"
noF_RWMI6Dg-9,"[0.0005408837, 0.00043858122, 0.099310495, 0.00042522256, 0.00039469785, 0.0004734668, 0.0004479372, 0.00049875875, 0.12482024, 0.0004835777, 0.000617555, 0.00046149018, 0.00049764727, 0.00038533233, 0.00083716266, 0.00037624498, 0.39227697, 0.31770816, 0.00046913355, 0.053942557, 0.000480131, 0.0003949088, 0.00056046795, 0.000579038, 0.00040774245, 0.00039786694, 0.0004369999, 0.0004700732, 0.00038404137, 0.00048256075]","[0.0007414879, 0.0006012432, 0.0006397674, 0.0005829301, 0.0005410843, 0.0006490673, 0.00061406917, 0.00068373955, 0.0006611126, 0.0006629281, 0.0008465952, 0.0006326487, 0.0006822159, 0.0005282453, 0.0011476515, 0.0005157876, 0.0007069956, 0.001062661, 0.0006431269, 0.0006150464, 0.00065820315, 0.0005413735, 0.98071235, 0.00079379295, 0.0005589669, 0.0005454288, 0.00059907546, 0.00064441503, 0.0005264755, 0.00066153397]"
noF_RWMI6Dg-10,"[0.00088112097, 0.00071446615, 0.00076024496, 0.0006927044, 0.0006429784, 0.00077129615, 0.0007297074, 0.00081249775, 0.00078560977, 0.0007877672, 0.0010060215, 0.00075178576, 0.22426325, 0.0006277216, 0.001363771, 0.00061291794, 0.00084013323, 0.10912621, 0.0007642371, 0.00073086866, 0.64563334, 0.00064332207, 0.0009130244, 0.00094327575, 0.0006642286, 0.00064814097, 0.0007118901, 0.0007657678, 0.00062561856, 0.0007861105]","[0.00022981982, 0.00018635181, 0.00019829215, 0.00018067576, 0.0001677059, 0.00020117458, 0.00019032713, 0.00021192105, 0.00020490796, 0.00020547067, 0.00026239723, 0.00019608576, 0.0002114488, 0.00016372652, 0.00035570783, 0.00015986533, 0.00021912914, 0.00032936555, 0.0001993334, 0.00019063002, 0.99398774, 0.00016779553, 0.0002381411, 0.00024603147, 0.00017324851, 0.00016905244, 0.00018567992, 0.00019973265, 0.00016317799, 0.00020503858]"
noF_RWMI6Dg-11,"[0.00043225248, 0.00035049647, 0.0003729542, 0.00033982075, 0.00031542662, 0.0003783756, 0.00035797336, 0.0003985879, 0.00038539746, 0.00038645582, 0.0004935251, 0.00036880438, 0.00039769968, 0.0003079421, 0.0006690267, 0.00030067985, 0.0004121451, 0.54699206, 0.00037491263, 0.3605651, 0.00038370138, 0.0003155952, 0.0004479034, 0.00046274383, 0.00032585135, 0.00031795926, 0.08207843, 0.00037566357, 0.0003069104, 0.00038564313]","[6.731254e-05, 5.458108e-05, 5.8078316e-05, 5.2918607e-05, 4.9119826e-05, 5.892256e-05, 5.5745422e-05, 6.2070125e-05, 6.001604e-05, 6.0180853e-05, 7.685422e-05, 5.743208e-05, 6.19318e-05, 4.7954298e-05, 0.19238372, 4.6823385e-05, 6.418132e-05, 9.646875e-05, 5.838329e-05, 5.5834134e-05, 5.9751917e-05, 4.914608e-05, 6.974978e-05, 0.7648711, 5.074322e-05, 4.951422e-05, 0.04115508, 5.850023e-05, 4.7793637e-05, 6.0054295e-05]"
