index,question,answer
DUZSGw1wYuk-11,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0026720183), (1, 0.0026427137), (2, 0.0026112562), (3, 0.0026583516), (4, 0.003015137), (5, 0.0027397498), (6, 0.0028001622), (7, 0.0026055353), (8, 0.0026521331), (9, 0.0025046056), (10, 0.0029674473), (11, 0.0025933946), (12, 0.0025919348), (13, 0.0029363236), (14, 0.0028436286), (15, 0.0026668208), (16, 0.0028940781), (17, 0.0030223145), (18, 0.0028134792), (19, 0.0026318622), (20, 0.14448123), (21, 0.0025856802), (22, 0.0025138063), (23, 0.0030418194), (24, 0.002621405), (25, 0.0027150002), (26, 0.0026251366), (27, 0.002715395), (28, 0.0027422837), (29, 0.7790953)]"
DUZSGw1wYuk-12,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0068864548), (1, 0.00681093), (2, 0.006729856), (3, 0.006851232), (4, 0.007770757), (5, 0.007061016), (6, 0.007216714), (7, 0.006715112), (8, 0.006835206), (9, 0.0064549907), (10, 0.007647849), (11, 0.0066838223), (12, 0.00668006), (13, 0.19910918), (14, 0.0073287375), (15, 0.00687306), (16, 0.0074587585), (17, 0.007789255), (18, 0.007251035), (19, 0.0067829625), (20, 0.29836065), (21, 0.0066639404), (22, 0.0064787036), (23, 0.007839524), (24, 0.006756012), (25, 0.00699723), (26, 0.006765629), (27, 0.0069982475), (28, 0.0070675462), (29, 0.31313553)]"
DUZSGw1wYuk-13,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0068876115), (1, 0.0068120738), (2, 0.0067309863), (3, 0.006852383), (4, 0.0077720624), (5, 0.007062202), (6, 0.0072179255), (7, 0.0067162393), (8, 0.006836354), (9, 0.006456075), (10, 0.0076491334), (11, 0.0066849445), (12, 0.006681182), (13, 0.0075689065), (14, 0.0073299683), (15, 0.0068742144), (16, 0.79604334), (17, 0.007790563), (18, 0.0072522527), (19, 0.006784102), (20, 0.0072158366), (21, 0.0066650594), (22, 0.0064797914), (23, 0.007840841), (24, 0.006757146), (25, 0.0069984053), (26, 0.0067667654), (27, 0.006999423), (28, 0.007068733), (29, 0.007205485)]"
DUZSGw1wYuk-14,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.0068870443), (1, 0.006811513), (2, 0.5188284), (3, 0.006851819), (4, 0.0077714226), (5, 0.0070616207), (6, 0.007217332), (7, 0.0067156865), (8, 0.0068357913), (9, 0.0064555435), (10, 0.007648504), (11, 0.0066843946), (12, 0.006680632), (13, 0.2840711), (14, 0.0073293652), (15, 0.0068736486), (16, 0.007459397), (17, 0.0077899224), (18, 0.0072516557), (19, 0.0067835436), (20, 0.0072152424), (21, 0.006664511), (22, 0.006479258), (23, 0.007840196), (24, 0.00675659), (25, 0.0069978293), (26, 0.0067662084), (27, 0.006998847), (28, 0.0070681516), (29, 0.007204892)]"
DUZSGw1wYuk-15,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.00451398), (1, 0.0044644745), (2, 0.0044113314), (3, 0.004490892), (4, 0.0050936285), (5, 0.004628402), (6, 0.0047304602), (7, 0.0044016666), (8, 0.004480387), (9, 0.004231161), (10, 0.0050130635), (11, 0.004381157), (12, 0.004378691), (13, 0.004960485), (14, 0.86624634), (15, 0.0045052), (16, 0.0048891176), (17, 0.0051057534), (18, 0.0047529573), (19, 0.0044461424), (20, 0.004729091), (21, 0.0043681245), (22, 0.0042467043), (23, 0.0051387046), (24, 0.004428476), (25, 0.0045865914), (26, 0.00443478), (27, 0.0045872587), (28, 0.004632683), (29, 0.004722307)]"
DUZSGw1wYuk-16,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.00688744), (1, 0.0068119043), (2, 0.30090314), (3, 0.0068522124), (4, 0.0077718687), (5, 0.007062026), (6, 0.007217746), (7, 0.0067160726), (8, 0.006836184), (9, 0.006455914), (10, 0.007648943), (11, 0.0066847783), (12, 0.0066810157), (13, 0.501985), (14, 0.0073297857), (15, 0.006874043), (16, 0.0074598254), (17, 0.0077903694), (18, 0.007252072), (19, 0.006783933), (20, 0.007215657), (21, 0.0066648936), (22, 0.0064796302), (23, 0.0078406455), (24, 0.006756978), (25, 0.006998231), (26, 0.006766597), (27, 0.0069992486), (28, 0.007068557), (29, 0.0072053056)]"
noF_RWMI6Dg-1,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.005453019), (1, 0.005393215), (2, 0.0053290166), (3, 0.005425128), (4, 0.006153251), (5, 0.0055912444), (6, 0.0057145334), (7, 0.0053173415), (8, 0.0054124375), (9, 0.005111365), (10, 0.0060559264), (11, 0.0052925646), (12, 0.005289586), (13, 0.00599241), (14, 0.005803239), (15, 0.22697122), (16, 0.005906196), (17, 0.006167899), (18, 0.0057417103), (19, 0.005371069), (20, 0.0057128794), (21, 0.0052768216), (22, 0.005130142), (23, 0.006207704), (24, 0.005349728), (25, 0.005540736), (26, 0.0053573432), (27, 0.0055415416), (28, 0.0055964156), (29, 0.61679435)]"
noF_RWMI6Dg-2,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.014520466), (1, 0.014361219), (2, 0.01419027), (3, 0.014446198), (4, 0.016385065), (5, 0.014888538), (6, 0.015216835), (7, 0.01415918), (8, 0.014412405), (9, 0.0136107), (10, 0.016125908), (11, 0.014093204), (12, 0.014085271), (13, 0.570248), (14, 0.015453043), (15, 0.014492222), (16, 0.0157272), (17, 0.016424071), (18, 0.015289203), (19, 0.014302247), (20, 0.015212431), (21, 0.014051282), (22, 0.0136607), (23, 0.016530065), (24, 0.01424542), (25, 0.014754042), (26, 0.014265698), (27, 0.014756187), (28, 0.014902308), (29, 0.015190608)]"
noF_RWMI6Dg-3,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.014520465), (1, 0.014361218), (2, 0.014190269), (3, 0.014446197), (4, 0.016385065), (5, 0.014888537), (6, 0.015216834), (7, 0.014159179), (8, 0.014412404), (9, 0.013610699), (10, 0.016125906), (11, 0.0140932035), (12, 0.01408527), (13, 0.57024807), (14, 0.015453042), (15, 0.014492221), (16, 0.015727198), (17, 0.01642407), (18, 0.015289202), (19, 0.014302246), (20, 0.01521243), (21, 0.014051281), (22, 0.013660699), (23, 0.016530065), (24, 0.014245419), (25, 0.014754041), (26, 0.014265697), (27, 0.014756186), (28, 0.014902307), (29, 0.015190607)]"
noF_RWMI6Dg-4,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.009342835), (1, 0.009240371), (2, 0.009130378), (3, 0.009295048), (4, 0.010542566), (5, 0.009579661), (6, 0.009790896), (7, 0.009110374), (8, 0.009273306), (9, 0.008757468), (10, 0.010375816), (11, 0.009067924), (12, 0.00906282), (13, 0.010266991), (14, 0.009942879), (15, 0.009324662), (16, 0.010119278), (17, 0.010567662), (18, 0.00983746), (19, 0.009202427), (20, 0.009788062), (21, 0.00904095), (22, 0.00878964), (23, 0.010635862), (24, 0.0091658635), (25, 0.009493124), (26, 0.009178911), (27, 0.009494504), (28, 0.009588521), (29, 0.72299373)]"
noF_RWMI6Dg-5,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.014520465), (1, 0.014361218), (2, 0.014190269), (3, 0.014446197), (4, 0.016385065), (5, 0.014888537), (6, 0.015216834), (7, 0.014159179), (8, 0.014412404), (9, 0.013610699), (10, 0.016125906), (11, 0.0140932035), (12, 0.01408527), (13, 0.57024807), (14, 0.015453042), (15, 0.014492221), (16, 0.015727198), (17, 0.01642407), (18, 0.015289202), (19, 0.014302246), (20, 0.01521243), (21, 0.014051281), (22, 0.013660699), (23, 0.016530065), (24, 0.014245419), (25, 0.014754041), (26, 0.014265697), (27, 0.014756186), (28, 0.014902307), (29, 0.015190607)]"
noF_RWMI6Dg-6,"[(0, 0.032578375), (1, 0.032221083), (2, 0.031837538), (3, 0.032411743), (4, 0.036761824), (5, 0.033404186), (6, 0.03414076), (7, 0.031767786), (8, 0.032335926), (9, 0.030537207), (10, 0.03618037), (11, 0.03161976), (12, 0.031601965), (13, 0.0358009), (14, 0.03467072), (15, 0.032515004), (16, 0.035285823), (17, 0.036849335), (18, 0.034303125), (19, 0.032088775), (20, 0.03413088), (21, 0.031525705), (22, 0.030649388), (23, 0.037087146), (24, 0.031961277), (25, 0.03310243), (26, 0.032006774), (27, 0.033107243), (28, 0.03343508), (29, 0.034081914)]","[(0, 0.014520816), (1, 0.014361564), (2, 0.0141906105), (3, 0.014446545), (4, 0.57066596), (5, 0.014888896), (6, 0.015217201), (7, 0.01415952), (8, 0.014412752), (9, 0.013611028), (10, 0.016126296), (11, 0.014093543), (12, 0.01408561), (13, 0.015957158), (14, 0.015453415), (15, 0.014492571), (16, 0.015727578), (17, 0.016424466), (18, 0.015289571), (19, 0.014302592), (20, 0.015212797), (21, 0.01405162), (22, 0.013661029), (23, 0.016530463), (24, 0.0142457625), (25, 0.014754397), (26, 0.014266042), (27, 0.014756543), (28, 0.014902666), (29, 0.015190973)]"
